accno,store_name,rep_code,rep_name,health_score,tier_code,tier_label,tier_emoji,freq_3m,freq_6m,freq_12m,freq_score,visits_6m,visits_per_month,days_since_purchase,cadence_score,n_cats_all,n_cats_12m,cats_12m,basket_score,sku_depth_score,sku_depth_detail,trend_slope_pct,trend_score
KL035,Lucky Domestic Hardware,NP,Nikhil Panchal,43.5,at_risk,At-Risk,🟠,1.0,0.84,0.92,21.0,5,0.83,5,41.7,8,8,"Accessories, Enamel, General, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",72.7,67.8,Enamel:16.9%; Primers:12.5%; Woodcare:36.0%; Putty:37.5%; Accessories:6.1%; QD Enamel:5.8%; General:4.2%; Specialised Coatings:16.7%,-33.23,0.0
KM065,Mega Hardware,BV,Bhadresh Vallabh,43.2,narrow,Active but Narrow,🟡,0.33,0.67,0.5,16.8,2,0.33,49,16.7,7,4,"Floor & Roof Paints, General, Primers, Specialised Coatings",47.3,48.6,Primers:5.0%; Specialised Coatings:16.7%; General:18.8%; Floor & Roof Paints:8.1%,29.69,100.0
KM070,Max Hardware,AP,Amit Patel,42.9,narrow,Active but Narrow,🟡,0.33,0.5,0.67,12.5,0,0.0,70,0.0,8,7,"Accessories, Enamel, General, PVA Paints, QD Enamel, Waterproofing, Woodcare",67.3,30.9,Waterproofing:15.8%; Accessories:18.2%; Enamel:6.6%; PVA Paints:0.3%; QD Enamel:1.0%; Woodcare:8.0%; General:4.2%,26.65,100.0
KC041,Central Build It,AC,Aboo Cassim,42.8,narrow,Active but Narrow,🟡,2.0,1.84,1.67,46.0,0,0.0,6,0.0,6,6,"Enamel, Floor & Roof Paints, PVA Paints, QD Enamel, Waterproofing, Woodcare",54.5,38.9,QD Enamel:8.7%; PVA Paints:4.9%; Enamel:4.9%; Floor & Roof Paints:5.4%; Waterproofing:10.5%; Woodcare:24.0%,2.12,60.6
KV001,Vuwani Hardware & Furniture cc,AP,Amit Patel,42.8,at_risk,At-Risk,🟠,0.33,0.17,0.33,4.2,2,0.33,84,16.7,9,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",76.4,59.0,Primers:2.5%; Putty:62.5%; Accessories:9.1%; QD Enamel:2.9%; PVA Paints:1.6%; Enamel:3.3%; Woodcare:32.0%; General:4.2%,0.0,50.0
KM087,Mangera's Hardware City,AP,Amit Patel,42.5,at_risk,At-Risk,🟠,1.0,1.0,1.0,25.0,4,0.67,28,33.3,8,8,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, Putty, QD Enamel, Waterproofing",72.7,54.9,PVA Paints:6.5%; Enamel:11.5%; Waterproofing:18.4%; Putty:37.5%; Accessories:15.2%; QD Enamel:14.4%; Floor & Roof Paints:1.4%; Primers:5.0%,-8.39,8.1
KG022,Rosendal Hardware & Building M,AP,Amit Patel,42.5,at_risk,At-Risk,🟠,0.33,0.33,0.25,8.2,0,0.0,21,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,88.1,Enamel:10.9%; Primers:10.0%; Waterproofing:36.8%; Woodcare:76.0%; Putty:37.5%; General:14.6%; Accessories:24.2%; PVA Paints:2.9%; QD Enamel:1.9%; Floor & Roof Paints:5.4%,-68.89,0.0
KD030,Desai Hardware,AC,Aboo Cassim,42.4,at_risk,At-Risk,🟠,0.33,0.67,0.92,16.8,6,1.0,21,50.0,8,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Specialised Coatings, Woodcare",72.7,59.5,Enamel:13.7%; Specialised Coatings:8.3%; Woodcare:68.0%; Floor & Roof Paints:1.4%; General:8.3%; Primers:12.5%; PVA Paints:0.6%; Accessories:6.1%,-11.5,0.0
KS007,Star Hardware,AP,Amit Patel,42.3,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,5,0.83,159,21.7,8,7,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",67.3,68.4,Enamel:12.0%; Woodcare:72.0%; Accessories:9.1%; PVA Paints:1.6%; Primers:5.0%; General:10.4%; QD Enamel:9.6%,0.0,50.0
KL009,Low Cost Hardware,NP,Nikhil Panchal,42.3,at_risk,At-Risk,🟠,1.0,1.0,0.92,25.0,0,0.0,5,0.0,10,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, Waterproofing, Woodcare",80.0,80.3,Enamel:4.9%; Waterproofing:15.8%; Putty:62.5%; Accessories:18.2%; PVA Paints:0.6%; Woodcare:52.0%; Primers:2.5%; General:4.2%,-28.09,0.0
KB093,Baskid Nondabuya General Trd,NP,Nikhil Panchal,42.2,at_risk,At-Risk,🟠,1.0,0.67,1.08,16.8,3,0.5,31,25.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",85.5,57.2,PVA Paints:10.4%; Enamel:10.9%; Waterproofing:31.6%; Accessories:12.1%; QD Enamel:14.4%; Floor & Roof Paints:16.2%; Primers:5.0%; Woodcare:24.0%; General:4.2%,-47.36,0.0
KB086,Best Build Hardware  Elim,AP,Amit Patel,41.7,narrow,Active but Narrow,🟡,1.0,0.5,0.5,12.5,0,0.0,12,0.0,8,4,"General, PVA Paints, Putty, Woodcare",50.9,55.6,PVA Paints:3.9%; Putty:37.5%; General:6.2%; Woodcare:8.0%,46.35,100.0
KC054,Choice Build Matanda,AP,Amit Patel,41.7,at_risk,At-Risk,🟠,1.34,1.34,1.42,33.5,0,0.0,7,0.0,9,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, QD Enamel, Waterproofing, Woodcare",76.4,69.3,PVA Paints:6.8%; Enamel:11.5%; Floor & Roof Paints:16.2%; Woodcare:64.0%; Accessories:15.2%; QD Enamel:2.9%; General:6.2%; Waterproofing:15.8%,-12.92,0.0
KR036,Royal Water Pty Ltd,NP,Nikhil Panchal,41.7,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,2,0.33,144,0.0,8,8,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",72.7,75.4,PVA Paints:4.2%; Enamel:11.5%; Primers:5.0%; Woodcare:52.0%; Putty:25.0%; General:16.7%; Waterproofing:31.6%; QD Enamel:4.8%,0.0,50.0
KO009,One Price Store,NP,Nikhil Panchal,41.7,narrow,Active but Narrow,🟡,0.33,0.84,0.92,21.0,0,0.0,41,0.0,6,6,"Accessories, Enamel, General, PVA Paints, Waterproofing, Woodcare",54.5,68.2,Enamel:9.8%; Waterproofing:15.8%; Woodcare:48.0%; General:12.5%; PVA Paints:7.1%; Accessories:9.1%,3.15,65.7
KP015,Steel Hub,BV,Bhadresh Vallabh,41.6,narrow,Active but Narrow,🟡,1.67,2.0,2.17,50.0,5,0.83,20,41.7,5,4,"Accessories, Enamel, Primers, QD Enamel",40.0,33.9,Enamel:5.5%; Primers:5.0%; Accessories:6.1%; QD Enamel:17.3%,-2.38,38.1
KO010,Olympic Colour Studio,KM,KM,41.6,at_risk,At-Risk,🟠,25.05,20.88,14.83,100.0,0,0.0,4,0.0,6,4,"Accessories, Enamel, Floor & Roof Paints, PVA Paints",43.6,7.5,Floor & Roof Paints:2.7%; PVA Paints:1.3%; Enamel:0.5%; Accessories:3.0%,-6.82,15.9
KB066,Bala & Sons ta BNS Supermark,BV,Bhadresh Vallabh,41.5,dormant,Dead / Dormant,🔴,0.0,0.17,0.25,4.2,0,0.0,97,0.0,10,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",85.5,48.7,Enamel:3.3%; General:14.6%; Accessories:12.1%; PVA Paints:0.6%; QD Enamel:1.9%; Primers:2.5%; Waterproofing:21.1%; Woodcare:16.0%; Putty:37.5%,0.0,50.0
KE018,Thamarah Pty Ltd,AC,Aboo Cassim,41.0,at_risk,At-Risk,🟠,3.67,3.34,2.42,83.5,0,0.0,6,0.0,4,4,"Accessories, Enamel, PVA Paints, Woodcare",36.4,39.3,PVA Paints:8.7%; Woodcare:24.0%; Accessories:6.1%; Enamel:0.5%,-5.6,22.0
KM098,Mahriya General Trading CC,AP,Amit Patel,40.8,at_risk,At-Risk,🟠,0.33,0.5,0.5,12.5,5,0.83,56,41.7,9,9,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,45.9,PVA Paints:1.9%; Enamel:13.1%; Waterproofing:23.7%; Woodcare:16.0%; QD Enamel:2.9%; Floor & Roof Paints:9.5%; Primers:5.0%; Putty:25.0%; Accessories:6.1%,-20.1,0.0
KE030,Express Mall @ 85,AC,Aboo Cassim,40.4,at_risk,At-Risk,🟠,2.34,1.67,0.92,41.8,0,0.0,6,0.0,8,8,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,54.0,PVA Paints:5.8%; Enamel:10.4%; Waterproofing:18.4%; QD Enamel:5.8%; Accessories:3.0%; Primers:15.0%; Woodcare:40.0%; Floor & Roof Paints:9.5%,-13.75,0.0
KF008,Faroque General Trading PL,BV,Bhadresh Vallabh,40.2,narrow,Active but Narrow,🟡,0.67,1.0,0.75,25.0,0,0.0,31,0.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,24.6,PVA Paints:1.6%; Primers:5.0%; Enamel:3.3%; Woodcare:16.0%; Waterproofing:7.9%; Accessories:3.0%; General:10.4%; QD Enamel:1.9%,1.24,56.2
KE024,East End General Dealer,BV,Bhadresh Vallabh,40.0,dormant,Dead / Dormant,🔴,0.0,0.33,0.42,8.2,0,0.0,94,0.0,9,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",76.4,100.0,PVA Paints:8.1%; Primers:12.5%; Waterproofing:52.6%; Woodcare:60.0%; Accessories:15.2%; Enamel:14.8%; General:18.8%; QD Enamel:19.2%,-54.02,0.0
KF018,Fairplay Hardware Bochum,BV,Bhadresh Vallabh,40.0,at_risk,At-Risk,🟠,2.34,3.17,3.5,79.2,0,0.0,26,0.0,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,43.9,Enamel:16.4%; Waterproofing:21.1%; QD Enamel:1.9%; Accessories:3.0%; Primers:12.5%,-14.55,0.0
KD029,Door to Door Trade 1005 CC,NP,Nikhil Panchal,39.9,at_risk,At-Risk,🟠,0.67,0.5,0.42,12.5,0,0.0,12,0.0,11,10,"Accessories, Enamel, Floor & Roof Paints, General, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",94.5,48.0,Enamel:3.3%; Primers:7.5%; QD Enamel:2.9%; Waterproofing:26.3%; Woodcare:12.0%; Accessories:15.2%; Floor & Roof Paints:2.7%; Putty:37.5%; General:4.2%; Specialised Coatings:8.3%,-8.34,8.3
KC021,Choice Hardware & Electrical,AP,Amit Patel,39.8,at_risk,At-Risk,🟠,0.67,0.5,0.58,12.5,0,0.0,7,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",81.8,80.8,PVA Paints:2.9%; Enamel:18.0%; Floor & Roof Paints:1.4%; Putty:37.5%; General:20.8%; Accessories:24.2%; Primers:10.0%; QD Enamel:2.9%; Woodcare:64.0%,-61.28,0.0
KM110,Alex Hardware,NP,Nikhil Panchal,39.8,at_risk,At-Risk,🟠,0.33,0.5,0.42,12.5,0,0.0,47,0.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing",85.5,73.6,Enamel:14.2%; Primers:22.5%; Waterproofing:26.3%; QD Enamel:7.7%; Accessories:9.1%; Putty:50.0%; General:25.0%; Floor & Roof Paints:9.5%; PVA Paints:1.3%,-75.17,0.0
KS044,Sayed's Ind Supplies Pty Ltd,AC,Aboo Cassim,39.4,at_risk,At-Risk,🟠,0.33,0.5,0.33,12.5,2,0.33,61,16.7,7,7,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",63.6,60.1,PVA Paints:2.6%; Enamel:16.9%; Primers:5.0%; Woodcare:60.0%; Floor & Roof Paints:2.7%; Specialised Coatings:8.3%; QD Enamel:9.6%,-2.44,37.8
KR044,Raj Wholesalers,AP,Amit Patel,39.4,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,39,0.0,8,8,"Accessories, Enamel, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",72.7,60.1,PVA Paints:3.6%; Enamel:3.8%; Primers:5.0%; Waterproofing:34.2%; Woodcare:24.0%; Putty:37.5%; Accessories:9.1%; QD Enamel:2.9%,0.0,50.0
KB109,S.R. Mullas Hardware & Superma,AC,Aboo Cassim,39.4,dormant,Dead / Dormant,🔴,0.0,0.67,0.5,16.8,4,0.67,119,13.3,8,8,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",72.7,75.8,PVA Paints:4.9%; Enamel:18.0%; Woodcare:56.0%; General:18.8%; QD Enamel:4.8%; Specialised Coatings:16.7%; Primers:7.5%; Putty:25.0%,-31.84,0.0
KM123,Honest Electrial and Plumbing,NP,Nikhil Panchal,39.3,at_risk,At-Risk,🟠,0.67,0.67,0.42,16.8,0,0.0,87,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,51.9,PVA Paints:4.5%; Primers:7.5%; Enamel:11.5%; Floor & Roof Paints:8.1%; Woodcare:28.0%; General:2.1%; Accessories:15.2%; Waterproofing:10.5%; Putty:37.5%; QD Enamel:4.8%,-28.05,0.0
KS122,Nasco Properties (PTY) Ltd,SP,SP,39.3,at_risk,At-Risk,🟠,1.34,0.84,0.58,21.0,0,0.0,19,0.0,7,6,"Accessories, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Woodcare",58.2,10.4,Primers:5.0%; PVA Paints:0.3%; Accessories:3.0%; QD Enamel:1.9%; Woodcare:4.0%; Floor & Roof Paints:1.4%,15.77,100.0
KB112,Big On HW ta Phutas Mica Pain,NP,Nikhil Panchal,38.7,dormant,Dead / Dormant,🔴,0.0,0.17,0.42,4.2,1,0.17,159,0.0,6,6,"Accessories, Enamel, Primers, QD Enamel, Specialised Coatings, Woodcare",54.5,91.8,QD Enamel:14.4%; Enamel:23.5%; Primers:5.0%; Woodcare:72.0%; Specialised Coatings:16.7%; Accessories:6.1%,0.0,50.0
KX003,Exclusive Paint & Hardware,BV,Bhadresh Vallabh,38.2,dormant,Dead / Dormant,🔴,0.0,0.5,0.67,12.5,6,1.0,140,30.0,5,5,"Enamel, Floor & Roof Paints, General, PVA Paints, Woodcare",45.5,12.8,Enamel:2.2%; Floor & Roof Paints:1.4%; PVA Paints:2.3%; General:2.1%; Woodcare:8.0%,126.46,100.0
KM077,Manglasi Hardware,AP,Amit Patel,38.1,at_risk,At-Risk,🟠,0.33,0.33,0.5,8.2,5,0.83,70,41.7,7,7,"Accessories, Enamel, General, PVA Paints, Putty, QD Enamel, Woodcare",63.6,71.7,Enamel:4.9%; Woodcare:28.0%; Putty:62.5%; General:10.4%; Accessories:15.2%; QD Enamel:2.9%; PVA Paints:1.6%,-152.6,0.0
KL047,KL047,BV,Bhadresh Vallabh,38.1,at_risk,At-Risk,🟠,1.0,2.84,5.5,71.0,0,0.0,6,0.0,7,5,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel",52.7,30.3,PVA Paints:10.4%; Floor & Roof Paints:10.8%; QD Enamel:10.6%; Enamel:1.1%; Primers:5.0%,-15.21,0.0
KS089,S.A. Hardware (Makhado),AP,Amit Patel,38.0,dormant,Dead / Dormant,🔴,0.0,0.33,0.5,8.2,0,0.0,97,0.0,6,5,"Accessories, Enamel, QD Enamel, Waterproofing, Woodcare",49.1,41.5,Enamel:6.0%; Woodcare:24.0%; Accessories:12.1%; QD Enamel:1.9%; Waterproofing:7.9%,32.41,100.0
KC011,Molepo Coal Centre Pty Ltd,BV,Bhadresh Vallabh,37.5,at_risk,At-Risk,🟠,0.33,0.84,0.5,21.0,5,0.83,32,41.7,8,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Woodcare",72.7,28.2,PVA Paints:3.9%; Enamel:6.6%; Accessories:9.1%; Woodcare:12.0%; Floor & Roof Paints:2.7%; General:16.7%; Primers:2.5%; QD Enamel:2.9%,-21.58,0.0
KH013,Henque 3481 CC,BV,Bhadresh Vallabh,37.4,at_risk,At-Risk,🟠,0.67,0.5,0.83,12.5,0,0.0,24,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,46.4,Enamel:13.7%; General:18.8%; PVA Paints:2.3%; QD Enamel:4.8%; Waterproofing:18.4%; Woodcare:28.0%; Accessories:6.1%; Floor & Roof Paints:8.1%; Primers:7.5%; Specialised Coatings:8.3%,-42.63,0.0
KS052,Oriant Invest TA Smart Build,AP,Amit Patel,37.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.25,0.0,2,0.33,220,0.0,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,46.4,Floor & Roof Paints:2.7%; PVA Paints:1.0%; Enamel:13.7%; Primers:12.5%; Woodcare:20.0%; Accessories:12.1%; QD Enamel:7.7%; Waterproofing:7.9%; Specialised Coatings:8.3%; Putty:37.5%; General:4.2%,,0.0
KC032,Cheers Supermarket,BV,Bhadresh Vallabh,36.9,dormant,Dead / Dormant,🔴,0.0,0.17,0.25,4.2,0,0.0,97,0.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,43.6,PVA Paints:2.6%; Enamel:5.5%; Waterproofing:15.8%; Accessories:18.2%; QD Enamel:1.9%; Primers:5.0%; Woodcare:32.0%; General:6.2%,0.0,50.0
KD002,Dhaval Patel Ent,BV,Bhadresh Vallabh,36.9,dormant,Dead / Dormant,🔴,0.0,1.0,0.92,25.0,0,0.0,152,0.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",85.5,33.2,Floor & Roof Paints:4.1%; PVA Paints:4.2%; General:4.2%; QD Enamel:17.3%; Specialised Coatings:8.3%; Enamel:7.1%; Woodcare:16.0%; Waterproofing:10.5%; Accessories:3.0%,-94.21,0.0
KA060,Golden Hardware and Paint,AC,Aboo Cassim,36.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.42,4.2,0,0.0,96,0.0,6,4,"Accessories, Enamel, PVA Paints, Woodcare",43.6,100.0,PVA Paints:8.4%; Enamel:17.5%; Woodcare:72.0%; Accessories:6.1%,0.0,50.0
KC031,Masiqhame Trading 1629,AP,Amit Patel,36.6,at_risk,At-Risk,🟠,1.0,1.17,1.42,29.2,4,0.67,7,33.3,3,3,"Accessories, General, Putty",27.3,100.0,Putty:75.0%; Accessories:6.1%; General:8.3%,-8.49,7.6
KL011,Lalita Supermarket& Hardware,BV,Bhadresh Vallabh,36.5,at_risk,At-Risk,🟠,0.33,0.5,0.58,12.5,0,0.0,60,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,59.2,Enamel:9.8%; General:25.0%; Accessories:18.2%; PVA Paints:1.9%; Waterproofing:31.6%; Woodcare:40.0%; QD Enamel:2.9%; Primers:2.5%; Floor & Roof Paints:1.4%,-90.47,0.0
KA080,Bhambanana Park,NP,Nikhil Panchal,36.5,at_risk,At-Risk,🟠,0.33,0.33,0.25,8.2,0,0.0,40,0.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, QD Enamel, Waterproofing, Woodcare",85.5,58.5,PVA Paints:0.3%; Enamel:4.9%; Floor & Roof Paints:10.8%; Putty:37.5%; QD Enamel:1.0%; Waterproofing:28.9%; Woodcare:36.0%; General:6.2%; Accessories:6.1%,-70.08,0.0
KM161,MKH Hardware,NP,Nikhil Panchal,36.4,at_risk,At-Risk,🟠,0.67,0.5,0.67,12.5,0,0.0,40,0.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",85.5,51.0,PVA Paints:10.0%; Floor & Roof Paints:13.5%; QD Enamel:9.6%; Enamel:2.2%; Waterproofing:21.1%; Accessories:9.1%; Primers:2.5%; Woodcare:28.0%; General:18.8%,-62.79,0.0
KM033,Moin's Enterprises (Pty) Ltd,NP,Nikhil Panchal,36.3,dormant,Dead / Dormant,🔴,0.0,0.17,0.25,4.2,1,0.17,153,0.0,9,7,"Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",70.9,43.4,PVA Paints:3.2%; Enamel:13.7%; Woodcare:28.0%; General:6.2%; QD Enamel:1.9%; Primers:15.0%; Waterproofing:7.9%,0.0,50.0
KP053,Paint Mart (Benoni),AC,Aboo Cassim,36.2,dormant,Dead / Dormant,🔴,0.0,0.0,1.92,0.0,4,0.67,269,13.3,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, Specialised Coatings, Waterproofing, Woodcare",90.9,46.0,PVA Paints:22.7%; Floor & Roof Paints:25.7%; Waterproofing:2.6%; General:2.1%; Enamel:16.9%; Accessories:15.2%; Primers:5.0%; Putty:12.5%; Specialised Coatings:8.3%; Woodcare:4.0%,,0.0
KS018,Shikundu Trading Store,NP,Nikhil Panchal,36.0,at_risk,At-Risk,🟠,0.33,0.17,0.67,4.2,6,1.0,70,50.0,7,5,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints",52.7,27.4,PVA Paints:0.6%; Enamel:0.5%; Floor & Roof Paints:4.1%; Accessories:6.1%; General:22.9%,0.0,50.0
KG004,Gani Osman Hardware (Pty) Ltd,NP,Nikhil Panchal,35.9,at_risk,At-Risk,🟠,0.33,0.67,0.92,16.8,0,0.0,56,0.0,8,7,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",67.3,48.6,PVA Paints:7.1%; Enamel:12.0%; Woodcare:24.0%; Primers:5.0%; Specialised Coatings:25.0%; Floor & Roof Paints:8.1%; QD Enamel:3.8%,-4.36,28.2
KS121,Smart Builders,NP,Nikhil Panchal,35.8,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,0,0.0,172,0.0,9,7,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",70.9,39.8,PVA Paints:6.5%; Floor & Roof Paints:9.5%; Primers:12.5%; Enamel:6.6%; Woodcare:12.0%; Specialised Coatings:16.7%; QD Enamel:5.8%,0.0,50.0
KB035,Amoriscape Pty Ltd,AC,Aboo Cassim,35.5,at_risk,At-Risk,🟠,1.0,1.17,1.67,29.2,0,0.0,20,0.0,9,8,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",76.4,35.5,QD Enamel:17.3%; PVA Paints:1.6%; Primers:17.5%; Waterproofing:5.3%; Woodcare:8.0%; Accessories:18.2%; Enamel:0.5%; Floor & Roof Paints:2.7%,-28.43,0.0
KT061,Total Hardware & Tiles,BV,Bhadresh Vallabh,35.5,dormant,Dead / Dormant,🔴,0.0,0.17,0.5,4.2,5,0.83,181,21.7,5,5,"Enamel, PVA Paints, Primers, QD Enamel, Woodcare",45.5,67.0,PVA Paints:5.2%; Enamel:12.0%; QD Enamel:9.6%; Primers:5.0%; Woodcare:52.0%,0.0,50.0
KA057,Abies Security Gates,AC,Aboo Cassim,35.4,at_risk,At-Risk,🟠,3.01,2.0,5.91,50.0,0,0.0,59,0.0,4,3,"Accessories, Primers, QD Enamel",30.9,17.1,QD Enamel:4.8%; Primers:5.0%; Accessories:3.0%,4.75,73.7
KK031,Kazi Hardware & Tool,BV,Bhadresh Vallabh,35.3,at_risk,At-Risk,🟠,0.33,0.17,0.42,4.2,0,0.0,61,0.0,8,7,"Accessories, Enamel, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",67.3,43.8,PVA Paints:10.0%; Enamel:4.9%; Primers:7.5%; Woodcare:24.0%; Accessories:6.1%; QD Enamel:5.8%; Waterproofing:18.4%,0.0,50.0
KA104,All in One Hardware,BV,Bhadresh Vallabh,35.2,at_risk,At-Risk,🟠,0.67,0.67,0.33,16.8,0,0.0,32,0.0,11,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings",78.2,41.0,Enamel:4.4%; Floor & Roof Paints:12.2%; Primers:10.0%; Specialised Coatings:16.7%; Accessories:6.1%; QD Enamel:19.2%; PVA Paints:3.2%,-8.15,9.3
KA030,Hassan & Sons Hardware,AC,Aboo Cassim,35.0,at_risk,At-Risk,🟠,0.33,0.84,0.67,21.0,0,0.0,20,0.0,7,7,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, Woodcare",63.6,32.3,PVA Paints:1.3%; Enamel:3.3%; Putty:37.5%; Floor & Roof Paints:5.4%; Woodcare:4.0%; General:2.1%; Accessories:3.0%,-2.19,39.1
KK040,Kareena Traders,BV,Bhadresh Vallabh,35.0,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,2,0.33,96,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,55.9,PVA Paints:5.5%; Enamel:12.0%; Floor & Roof Paints:18.9%; Primers:5.0%; Waterproofing:21.1%; Woodcare:28.0%; General:8.3%; Accessories:18.2%; QD Enamel:8.7%,-68.19,0.0
KP059,Prime Build,AC,Aboo Cassim,34.7,at_risk,At-Risk,🟠,1.0,0.67,0.5,16.8,3,0.5,41,25.0,3,3,"Accessories, Enamel, General",27.3,23.9,Enamel:8.7%; General:6.2%; Accessories:3.0%,31.77,100.0
KH029,Hadid Hardware & Furniture,AP,Amit Patel,34.6,dormant,Dead / Dormant,🔴,0.0,0.5,1.08,12.5,0,0.0,152,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,46.2,PVA Paints:4.2%; Enamel:14.2%; Accessories:9.1%; QD Enamel:5.8%; Floor & Roof Paints:13.5%; Woodcare:24.0%; General:12.5%; Waterproofing:13.2%; Primers:7.5%,-28.95,0.0
KB110,Best Build HW Giyani,NP,Nikhil Panchal,34.6,at_risk,At-Risk,🟠,0.33,0.33,0.42,8.2,4,0.67,3,33.3,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,38.4,Enamel:8.7%; Primers:2.5%; Waterproofing:13.2%; Woodcare:40.0%; General:6.2%; Accessories:3.0%; QD Enamel:2.9%; PVA Paints:0.3%,-34.86,0.0
KM037,Maphalle Hardware,BV,Bhadresh Vallabh,34.3,dormant,Dead / Dormant,🔴,0.0,0.17,0.42,4.2,2,0.33,158,0.0,7,5,"Accessories, Enamel, Putty, QD Enamel, Woodcare",52.7,66.5,Enamel:7.7%; Woodcare:24.0%; Putty:37.5%; Accessories:9.1%; QD Enamel:4.8%,0.0,50.0
